file_path,mean_score,bg_mean,sig_mean,sbr_score
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site2_TRITC_Day0.png,49.27,49.0,69.0,1.408
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site2_TRITC_Day1.png,29.49,28.0,44.0,1.571
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site2_TRITC_Day2.png,35.09,34.0,52.0,1.529
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site3_FITC_Day0.png,14.02,9.0,31.0,3.444
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site3_FITC_Day1.png,19.48,14.0,51.0,3.643
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site3_FITC_Day2.png,11.35,9.0,25.0,2.778
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site3_TRITC_Day0.png,34.04,31.0,52.0,1.677
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site3_TRITC_Day1.png,39.17,36.0,66.0,1.833
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site3_TRITC_Day2.png,25.18,24.0,38.0,1.583
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site4_FITC_Day0.png,12.29,10.0,29.0,2.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site4_FITC_Day1.png,18.35,13.0,47.0,3.615
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site4_FITC_Day2.png,26.04,20.0,60.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site4_TRITC_Day0.png,31.74,31.0,47.0,1.516
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site4_TRITC_Day1.png,34.94,32.0,60.0,1.875
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site4_TRITC_Day2.png,51.46,49.0,80.0,1.633
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site1_FITC_Day0.png,7.34,7.0,9.0,1.286
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site1_FITC_Day1.png,13.71,11.0,29.0,2.636
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site1_FITC_Day2.png,19.55,16.0,47.0,2.937
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site1_TRITC_Day0.png,21.2,21.0,28.0,1.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site1_TRITC_Day1.png,32.81,31.0,50.0,1.613
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site1_TRITC_Day2.png,38.23,35.0,64.0,1.829
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site2_FITC_Day0.png,4.78,3.0,12.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site2_FITC_Day2.png,18.14,11.0,51.0,4.636
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site2_FITC_Day1.png,9.91,6.0,34.0,5.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site2_TRITC_Day0.png,11.16,10.0,18.0,1.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site2_TRITC_Day1.png,16.37,13.0,37.0,2.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site2_TRITC_Day2.png,31.0,26.0,63.0,2.423
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site3_FITC_Day0.png,7.48,4.0,23.0,5.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site3_FITC_Day1.png,4.8,3.0,13.0,4.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site3_FITC_Day2.png,6.3,4.0,17.0,4.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site3_TRITC_Day0.png,12.93,11.0,27.0,2.455
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site3_TRITC_Day1.png,8.19,7.0,17.0,2.429
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site3_TRITC_Day2.png,12.59,11.0,23.0,2.091
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site4_FITC_Day0.png,13.52,7.0,47.0,6.714
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site4_FITC_Day1.png,7.5,5.0,22.0,4.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site4_FITC_Day2.png,15.07,10.0,41.0,4.1
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site4_TRITC_Day0.png,25.47,21.0,56.0,2.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site4_TRITC_Day1.png,14.4,13.0,29.0,2.231
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_500nM_BT549_site4_TRITC_Day2.png,30.17,27.0,55.0,2.037
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site1_FITC_Day0.png,15.41,13.0,33.0,2.538
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site1_FITC_Day1.png,16.91,13.0,44.0,3.385
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site1_FITC_Day2.png,14.0,11.0,32.0,2.909
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site1_TRITC_Day0.png,21.08,19.0,38.0,2.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site1_TRITC_Day1.png,22.63,19.0,48.0,2.526
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site1_TRITC_Day2.png,11.72,8.0,31.0,3.875
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site2_FITC_Day0.png,18.73,10.0,66.0,6.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site2_FITC_Day1.png,15.37,11.0,42.0,3.818
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site2_FITC_Day2.png,25.4,20.0,60.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site2_TRITC_Day0.png,22.82,15.0,68.0,4.533
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site2_TRITC_Day1.png,19.1,15.0,44.0,2.933
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site2_TRITC_Day2.png,23.64,17.0,63.0,3.706
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site3_FITC_Day0.png,21.61,15.0,57.0,3.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site3_FITC_Day1.png,16.93,11.0,47.0,4.273
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site3_FITC_Day2.png,28.24,23.0,61.0,2.652
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site3_TRITC_Day0.png,24.88,19.0,57.0,3.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site3_TRITC_Day1.png,20.05,15.0,47.0,3.133
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site3_TRITC_Day2.png,25.99,20.0,62.0,3.1
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site4_FITC_Day0.png,13.87,10.0,41.0,4.1
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site4_FITC_Day1.png,18.22,13.0,50.0,3.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site4_FITC_Day2.png,21.25,17.0,47.0,2.765
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site4_TRITC_Day0.png,18.1,14.0,43.0,3.071
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site4_TRITC_Day1.png,23.44,19.0,53.0,2.789
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_250nM_BT549_site4_TRITC_Day2.png,17.97,14.0,46.0,3.286
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site1_FITC_Day0.png,22.99,15.0,72.0,4.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site1_FITC_Day1.png,17.67,12.0,52.0,4.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site1_FITC_Day2.png,21.91,16.0,56.0,3.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site1_TRITC_Day0.png,26.61,20.0,70.0,3.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site1_TRITC_Day1.png,18.92,14.0,50.0,3.571
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site1_TRITC_Day2.png,23.53,16.0,67.0,4.187
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site2_FITC_Day0.png,17.27,13.0,43.0,3.308
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site2_FITC_Day1.png,21.1,15.0,58.0,3.867
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site2_FITC_Day2.png,25.18,18.0,66.0,3.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site2_TRITC_Day0.png,20.55,17.0,43.0,2.529
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site2_TRITC_Day1.png,24.63,20.0,59.0,2.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site2_TRITC_Day2.png,23.83,15.0,70.0,4.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site3_FITC_Day0.png,22.77,15.0,63.0,4.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site3_FITC_Day1.png,22.54,15.0,64.0,4.267
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site3_FITC_Day2.png,25.41,20.0,57.0,2.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site3_TRITC_Day0.png,23.62,17.0,61.0,3.588
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site3_TRITC_Day1.png,15.93,11.0,41.0,3.727
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site3_TRITC_Day2.png,24.32,19.0,60.0,3.158
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site4_FITC_Day0.png,17.7,12.0,48.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site4_FITC_Day1.png,18.6,12.0,52.0,4.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site4_FITC_Day2.png,25.75,20.0,64.0,3.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site4_TRITC_Day0.png,13.81,10.0,33.0,3.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site4_TRITC_Day1.png,14.02,10.0,34.0,3.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F2_500nM_BT549_site4_TRITC_Day2.png,23.36,17.0,63.0,3.706
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site1_FITC_Day0.png,14.84,9.0,58.0,6.444
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site1_FITC_Day1.png,18.22,8.0,66.0,8.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site1_FITC_Day2.png,15.94,8.0,50.0,6.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site1_TRITC_Day0.png,12.42,5.0,60.0,12.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site1_TRITC_Day1.png,22.53,13.0,70.0,5.385
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site1_TRITC_Day2.png,10.06,6.0,28.0,4.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site2_FITC_Day0.png,11.0,7.0,35.0,5.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site2_FITC_Day1.png,11.54,6.0,38.0,6.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site2_FITC_Day2.png,23.83,17.0,67.0,3.941
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site2_TRITC_Day0.png,9.95,5.0,37.0,7.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site2_TRITC_Day1.png,13.34,9.0,36.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site2_TRITC_Day2.png,25.45,19.0,65.0,3.421
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site3_FITC_Day0.png,12.72,9.0,37.0,4.111
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site3_FITC_Day1.png,10.64,5.0,39.0,7.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site3_FITC_Day2.png,12.1,9.0,33.0,3.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site3_TRITC_Day0.png,9.78,5.0,37.0,7.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site3_TRITC_Day1.png,12.04,7.0,36.0,5.143
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site3_TRITC_Day2.png,10.25,8.0,25.0,3.125
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site4_FITC_Day0.png,9.98,7.0,27.0,3.857
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site4_FITC_Day1.png,16.24,9.0,53.0,5.889
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site4_FITC_Day2.png,17.76,13.0,48.0,3.692
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site4_TRITC_Day0.png,8.89,5.0,30.0,6.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site4_TRITC_Day1.png,17.67,11.0,50.0,4.545
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_250nM_BT549_site4_TRITC_Day2.png,20.53,16.0,50.0,3.125
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site1_FITC_Day0.png,15.87,9.0,57.0,6.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site1_FITC_Day1.png,25.7,7.0,106.0,15.143
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site1_FITC_Day2.png,25.93,20.0,65.0,3.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site1_TRITC_Day0.png,13.69,6.0,60.0,10.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site1_TRITC_Day1.png,17.43,6.0,67.0,11.167
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site1_TRITC_Day2.png,22.28,17.0,54.0,3.176
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site2_FITC_Day0.png,13.44,8.0,44.0,5.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site2_FITC_Day1.png,13.33,6.0,52.0,8.667
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site2_FITC_Day2.png,25.37,17.0,73.0,4.294
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site2_TRITC_Day0.png,13.86,7.0,53.0,7.571
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site2_TRITC_Day1.png,12.6,7.0,42.0,6.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site2_TRITC_Day2.png,19.57,14.0,53.0,3.786
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site3_FITC_Day0.png,13.62,8.0,45.0,5.625
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site3_FITC_Day1.png,20.03,9.0,73.0,8.111
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site3_FITC_Day2.png,21.95,13.0,66.0,5.077
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site3_TRITC_Day0.png,13.42,7.0,51.0,7.286
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site3_TRITC_Day1.png,20.58,12.0,66.0,5.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site3_TRITC_Day2.png,20.81,14.0,56.0,4.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site4_FITC_Day0.png,11.0,6.0,38.0,6.333
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site4_FITC_Day1.png,18.7,12.0,57.0,4.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site4_FITC_Day2.png,29.35,20.0,83.0,4.15
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site4_TRITC_Day0.png,17.88,8.0,66.0,8.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site4_TRITC_Day1.png,15.23,10.0,43.0,4.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F3_500nM_BT549_site4_TRITC_Day2.png,17.24,12.0,47.0,3.917
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site1_FITC_Day0.png,106.08,107.0,140.0,1.308
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site1_FITC_Day1.png,81.18,83.0,111.0,1.337
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site1_FITC_Day2.png,123.01,120.0,156.0,1.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site1_TRITC_Day0.png,103.5,103.0,138.0,1.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site1_TRITC_Day1.png,110.46,112.0,143.0,1.277
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site1_TRITC_Day2.png,107.54,108.0,139.0,1.287
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site2_FITC_Day0.png,112.28,112.0,151.0,1.348
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site2_FITC_Day1.png,89.23,87.0,118.0,1.356
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site2_FITC_Day2.png,89.65,87.0,122.0,1.402
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site2_TRITC_Day0.png,80.28,80.0,106.0,1.325
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site2_TRITC_Day1.png,108.28,108.0,147.0,1.361
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site2_TRITC_Day2.png,104.63,102.0,144.0,1.412
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site3_FITC_Day0.png,104.95,104.0,143.0,1.375
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site3_FITC_Day1.png,105.18,106.0,142.0,1.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site3_FITC_Day2.png,103.05,106.0,142.0,1.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site3_TRITC_Day0.png,78.22,80.0,106.0,1.325
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site3_TRITC_Day1.png,103.92,102.0,138.0,1.353
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site3_TRITC_Day2.png,112.02,115.0,148.0,1.287
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site4_FITC_Day0.png,107.05,104.0,143.0,1.375
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site4_FITC_Day1.png,107.17,110.0,145.0,1.318
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site4_FITC_Day2.png,108.49,106.0,149.0,1.406
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site4_TRITC_Day0.png,108.48,105.0,142.0,1.352
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site4_TRITC_Day1.png,113.34,112.0,150.0,1.339
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_250nM_BT549_site4_TRITC_Day2.png,111.13,109.0,146.0,1.339
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site1_FITC_Day0.png,114.02,112.0,151.0,1.348
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site1_FITC_Day1.png,79.84,82.0,107.0,1.305
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site1_FITC_Day2.png,93.5,91.0,128.0,1.407
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site1_TRITC_Day0.png,86.15,83.0,119.0,1.434
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site1_TRITC_Day1.png,102.58,104.0,135.0,1.298
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site1_TRITC_Day2.png,98.44,98.0,135.0,1.378
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site2_FITC_Day0.png,108.23,107.0,148.0,1.383
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site2_FITC_Day1.png,88.98,89.0,119.0,1.337
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site2_FITC_Day2.png,113.14,113.0,149.0,1.319
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site2_TRITC_Day0.png,107.39,109.0,146.0,1.339
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site2_TRITC_Day1.png,106.19,108.0,139.0,1.287
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site2_TRITC_Day2.png,99.04,100.0,131.0,1.31
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site3_FITC_Day0.png,109.4,107.0,148.0,1.383
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site3_FITC_Day1.png,58.63,58.0,78.0,1.345
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site3_FITC_Day2.png,94.67,94.0,128.0,1.362
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site3_TRITC_Day0.png,87.93,89.0,119.0,1.337
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site3_TRITC_Day1.png,95.44,96.0,124.0,1.292
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site3_TRITC_Day2.png,108.22,110.0,144.0,1.309
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site4_FITC_Day0.png,108.64,112.0,143.0,1.277
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site4_FITC_Day1.png,88.6,87.0,122.0,1.402
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site4_FITC_Day2.png,71.29,71.0,96.0,1.352
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site4_TRITC_Day0.png,99.68,98.0,137.0,1.398
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site4_TRITC_Day1.png,111.5,112.0,151.0,1.348
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F4_500nM_BT549_site4_TRITC_Day2.png,108.4,112.0,143.0,1.277
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site1_FITC_Day0.png,118.25,117.0,153.0,1.308
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site1_FITC_Day1.png,110.77,113.0,149.0,1.319
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site1_FITC_Day2.png,119.12,120.0,159.0,1.325
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site1_TRITC_Day0.png,76.56,76.0,110.0,1.447
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site1_TRITC_Day2.png,70.85,68.0,101.0,1.485
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site1_TRITC_Day1.png,94.68,92.0,132.0,1.435
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site2_FITC_Day0.png,114.76,117.0,153.0,1.308
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site2_FITC_Day1.png,112.59,112.0,150.0,1.339
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F5_250nM_BT549_site2_FITC_Day2.png,107.37,105.0,150.0,1.429
